advertiser_id,type,count_star()
1548,impression,49139
949,impression,49139
23,impression,49137
980,impression,49131
43,impression,49103
717,impression,49102
750,impression,49097
633,impression,49074
964,impression,49070
1617,impression,49060
6,impression,49060
1588,impression,49059
1580,impression,49057
246,impression,49053
616,impression,49047
928,impression,49047
184,impression,49045
1046,impression,49042
403,impression,49038
731,impression,49037
1325,impression,49036
1104,impression,49014
891,impression,49012
271,impression,49011
1080,impression,49010
166,impression,49009
756,impression,49007
556,impression,49004
926,impression,49004
256,impression,49001
944,impression,48997
145,impression,48996
827,impression,48994
1301,impression,48994
372,impression,48993
1032,impression,48989
1619,impression,48983
217,impression,48980
1250,impression,48976
399,impression,48976
885,impression,48974
1553,impression,48974
468,impression,48973
417,impression,48971
708,impression,48970
497,impression,48965
445,impression,48964
1052,impression,48961
71,impression,48960
1508,impression,48958
110,impression,48958
1177,impression,48958
435,impression,48953
554,impression,48950
453,impression,48950
92,impression,48947
418,impression,48944
1239,impression,48944
1341,impression,48943
1334,impression,48941
1628,impression,48936
267,impression,48935
607,impression,48930
1215,impression,48928
1639,impression,48925
759,impression,48923
379,impression,48915
1596,impression,48914
481,impression,48911
363,impression,48910
268,impression,48908
48,impression,48907
561,impression,48903
1033,impression,48902
1316,impression,48902
751,impression,48899
790,impression,48899
542,impression,48897
706,impression,48897
718,impression,48897
777,impression,48894
437,impression,48894
1459,impression,48893
694,impression,48892
632,impression,48891
852,impression,48891
1119,impression,48890
1262,impression,48890
1626,impression,48889
1200,impression,48889
1198,impression,48888
183,impression,48888
1142,impression,48888
156,impression,48888
1263,impression,48887
1118,impression,48886
466,impression,48885
168,impression,48885
714,impression,48882
133,impression,48882
1227,impression,48882
1242,impression,48881
1048,impression,48879
614,impression,48879
244,impression,48875
391,impression,48874
854,impression,48873
1493,impression,48872
1601,impression,48871
623,impression,48871
357,impression,48870
1286,impression,48870
793,impression,48869
905,impression,48868
1356,impression,48866
893,impression,48866
64,impression,48866
225,impression,48865
1432,impression,48863
1473,impression,48861
325,impression,48861
1393,impression,48860
163,impression,48860
553,impression,48858
40,impression,48857
34,impression,48856
89,impression,48854
915,impression,48854
1488,impression,48853
1406,impression,48853
143,impression,48853
388,impression,48852
27,impression,48852
55,impression,48851
999,impression,48851
566,impression,48850
406,impression,48849
1232,impression,48849
286,impression,48848
319,impression,48847
1487,impression,48847
90,impression,48845
1350,impression,48845
1143,impression,48844
631,impression,48844
771,impression,48844
834,impression,48843
1216,impression,48843
1292,impression,48842
455,impression,48842
840,impression,48842
1021,impression,48842
1363,impression,48841
1146,impression,48840
47,impression,48840
682,impression,48837
1587,impression,48837
1371,impression,48836
1396,impression,48835
1598,impression,48835
1314,impression,48834
579,impression,48834
963,impression,48832
1424,impression,48831
1238,impression,48830
1506,impression,48830
494,impression,48829
480,impression,48829
528,impression,48827
14,impression,48826
1078,impression,48825
343,impression,48823
665,impression,48823
93,impression,48821
1377,impression,48820
1353,impression,48820
151,impression,48820
309,impression,48819
1268,impression,48819
630,impression,48818
119,impression,48817
394,impression,48817
753,impression,48816
1109,impression,48815
916,impression,48815
1562,impression,48813
1622,impression,48813
921,impression,48811
812,impression,48811
473,impression,48809
1108,impression,48808
611,impression,48802
1480,impression,48801
591,impression,48801
433,impression,48800
220,impression,48800
643,impression,48799
524,impression,48798
688,impression,48798
465,impression,48797
900,impression,48797
1097,impression,48796
634,impression,48796
1565,impression,48794
17,impression,48794
942,impression,48794
346,impression,48794
1509,impression,48793
1020,impression,48792
618,impression,48791
525,impression,48791
628,impression,48791
1464,impression,48790
913,impression,48789
1255,impression,48789
1050,impression,48788
1168,impression,48787
1383,impression,48787
231,impression,48787
1408,impression,48786
847,impression,48785
551,impression,48785
663,impression,48785
306,impression,48783
859,impression,48783
257,impression,48783
696,impression,48783
130,impression,48782
204,impression,48782
1633,impression,48782
1339,impression,48781
1403,impression,48781
1304,impression,48781
344,impression,48780
41,impression,48780
1504,impression,48780
796,impression,48780
685,impression,48779
139,impression,48779
1467,impression,48779
496,impression,48779
1557,impression,48779
773,impression,48778
206,impression,48777
288,impression,48775
508,impression,48775
126,impression,48775
136,impression,48775
1369,impression,48774
247,impression,48771
1193,impression,48771
1148,impression,48771
410,impression,48771
662,impression,48771
1569,impression,48771
443,impression,48769
159,impression,48768
1387,impression,48768
833,impression,48766
813,impression,48766
155,impression,48766
507,impression,48765
698,impression,48765
941,impression,48764
290,impression,48764
957,impression,48763
1606,impression,48763
730,impression,48762
1442,impression,48762
1415,impression,48762
1535,impression,48761
1197,impression,48761
1107,impression,48760
1540,impression,48759
1284,impression,48759
24,impression,48759
1236,impression,48758
199,impression,48757
180,impression,48757
1436,impression,48756
1276,impression,48755
354,impression,48755
1352,impression,48755
21,impression,48755
57,impression,48755
1246,impression,48754
754,impression,48754
745,impression,48753
1538,impression,48753
1531,impression,48751
1229,impression,48750
1308,impression,48750
945,impression,48750
1071,impression,48749
1423,impression,48748
962,impression,48748
1153,impression,48748
427,impression,48748
1211,impression,48748
1296,impression,48747
865,impression,48747
1599,impression,48747
1499,impression,48747
1298,impression,48746
86,impression,48746
1171,impression,48746
670,impression,48746
822,impression,48745
1479,impression,48745
1510,impression,48743
1457,impression,48743
1648,impression,48743
646,impression,48743
914,impression,48743
814,impression,48743
285,impression,48742
442,impression,48742
695,impression,48742
328,impression,48740
266,impression,48740
102,impression,48740
992,impression,48739
510,impression,48739
1583,impression,48738
1545,impression,48738
728,impression,48738
536,impression,48738
1645,impression,48737
457,impression,48737
1528,impression,48737
390,impression,48737
1477,impression,48737
424,impression,48736
154,impression,48735
995,impression,48735
871,impression,48735
1199,impression,48735
73,impression,48734
380,impression,48734
101,impression,48734
691,impression,48734
474,impression,48734
1404,impression,48734
1513,impression,48732
832,impression,48731
1167,impression,48731
1494,impression,48730
54,impression,48729
294,impression,48729
237,impression,48729
791,impression,48728
65,impression,48728
697,impression,48728
1546,impression,48728
53,impression,48727
1044,impression,48727
1160,impression,48727
103,impression,48727
1089,impression,48726
599,impression,48725
280,impression,48725
858,impression,48725
1586,impression,48724
213,impression,48724
613,impression,48724
289,impression,48723
862,impression,48723
349,impression,48722
1607,impression,48722
191,impression,48721
308,impression,48720
516,impression,48720
1523,impression,48719
1047,impression,48719
1412,impression,48718
907,impression,48718
208,impression,48716
1217,impression,48715
173,impression,48715
1287,impression,48715
1602,impression,48715
1305,impression,48715
1502,impression,48715
499,impression,48714
1347,impression,48713
903,impression,48712
743,impression,48712
543,impression,48712
109,impression,48712
1381,impression,48712
1514,impression,48711
1600,impression,48710
1338,impression,48710
521,impression,48709
1469,impression,48708
175,impression,48707
552,impression,48707
1161,impression,48707
622,impression,48706
649,impression,48706
506,impression,48705
440,impression,48705
454,impression,48704
99,impression,48704
823,impression,48703
656,impression,48703
1094,impression,48702
408,impression,48702
1079,impression,48702
1503,impression,48700
234,impression,48700
849,impression,48699
1300,impression,48699
562,impression,48699
458,impression,48699
1095,impression,48699
1411,impression,48698
129,impression,48698
989,impression,48698
1384,impression,48697
984,impression,48696
338,impression,48696
621,impression,48696
1439,impression,48695
531,impression,48695
124,impression,48694
881,impression,48694
37,impression,48694
281,impression,48693
805,impression,48693
63,impression,48693
652,impression,48693
9,impression,48692
918,impression,48691
729,impression,48691
1407,impression,48690
804,impression,48690
969,impression,48690
484,impression,48688
1087,impression,48688
1398,impression,48687
1630,impression,48687
1452,impression,48686
1233,impression,48686
1084,impression,48686
1085,impression,48685
378,impression,48685
1517,impression,48683
240,impression,48683
189,impression,48683
502,impression,48683
1496,impression,48683
134,impression,48682
1086,impression,48682
1155,impression,48681
1202,impression,48681
776,impression,48680
1158,impression,48680
1568,impression,48679
1141,impression,48679
901,impression,48679
802,impression,48679
1329,impression,48678
1462,impression,48677
1130,impression,48677
1114,impression,48676
709,impression,48675
1256,impression,48675
522,impression,48675
291,impression,48674
362,impression,48673
1207,impression,48672
846,impression,48672
447,impression,48671
1620,impression,48671
1489,impression,48671
548,impression,48670
1253,impression,48670
515,impression,48669
886,impression,48669
519,impression,48669
826,impression,48669
1049,impression,48669
270,impression,48668
128,impression,48668
1534,impression,48668
428,impression,48667
1230,impression,48667
74,impression,48666
748,impression,48665
597,impression,48665
883,impression,48665
1345,impression,48664
785,impression,48663
1525,impression,48662
1134,impression,48662
1053,impression,48662
937,impression,48661
416,impression,48661
742,impression,48660
7,impression,48660
463,impression,48660
76,impression,48660
1549,impression,48659
615,impression,48659
492,impression,48658
603,impression,48657
1443,impression,48657
1610,impression,48656
1209,impression,48656
1051,impression,48655
1244,impression,48654
1466,impression,48654
1434,impression,48654
233,impression,48654
1574,impression,48654
547,impression,48653
1214,impression,48653
253,impression,48653
1014,impression,48652
1043,impression,48652
658,impression,48651
610,impression,48651
1132,impression,48651
274,impression,48651
1164,impression,48651
1056,impression,48650
629,impression,48650
1572,impression,48649
167,impression,48649
1135,impression,48649
1180,impression,48649
230,impression,48648
323,impression,48648
1512,impression,48648
201,impression,48648
1030,impression,48647
544,impression,48647
935,impression,48647
107,impression,48647
1320,impression,48647
138,impression,48647
648,impression,48647
973,impression,48647
60,impression,48646
757,impression,48646
1139,impression,48646
1069,impression,48645
112,impression,48645
1189,impression,48645
600,impression,48645
991,impression,48644
889,impression,48644
195,impression,48644
1582,impression,48643
1433,impression,48643
161,impression,48642
432,impression,48642
954,impression,48642
924,impression,48641
1312,impression,48641
1204,impression,48641
598,impression,48641
660,impression,48641
2,impression,48640
263,impression,48640
1026,impression,48639
16,impression,48639
479,impression,48638
422,impression,48638
321,impression,48638
1589,impression,48638
239,impression,48638
1468,impression,48638
608,impression,48637
965,impression,48637
1140,impression,48636
50,impression,48636
1410,impression,48635
203,impression,48635
590,impression,48635
1643,impression,48634
786,impression,48634
1340,impression,48634
723,impression,48634
1532,impression,48633
692,impression,48633
1,impression,48633
371,impression,48633
845,impression,48633
1533,impression,48633
504,impression,48633
304,impression,48632
577,impression,48631
80,impression,48631
693,impression,48630
1311,impression,48630
711,impression,48630
702,impression,48630
868,impression,48629
450,impression,48629
1337,impression,48629
367,impression,48628
1395,impression,48628
795,impression,48628
830,impression,48627
1519,impression,48627
1527,impression,48627
13,impression,48627
5,impression,48626
68,impression,48626
1173,impression,48626
567,impression,48625
1649,impression,48625
122,impression,48625
29,impression,48625
1264,impression,48624
1646,impression,48624
460,impression,48623
1169,impression,48623
1073,impression,48622
62,impression,48622
1365,impression,48622
1585,impression,48622
1328,impression,48622
1515,impression,48621
387,impression,48621
635,impression,48621
1005,impression,48621
105,impression,48620
669,impression,48620
557,impression,48620
241,impression,48619
157,impression,48619
586,impression,48619
1348,impression,48619
305,impression,48618
1237,impression,48618
1035,impression,48618
1306,impression,48617
194,impression,48617
1629,impression,48617
677,impression,48616
1009,impression,48616
1392,impression,48616
232,impression,48615
539,impression,48615
214,impression,48614
959,impression,48614
248,impression,48614
1179,impression,48613
1013,impression,48613
1092,impression,48613
1041,impression,48612
721,impression,48612
583,impression,48612
925,impression,48612
1116,impression,48611
1149,impression,48611
559,impression,48610
8,impression,48610
83,impression,48610
668,impression,48610
176,impression,48609
867,impression,48608
1028,impression,48608
292,impression,48608
1342,impression,48608
475,impression,48606
764,impression,48606
1615,impression,48606
876,impression,48606
873,impression,48606
1435,impression,48605
870,impression,48605
228,impression,48605
533,impression,48604
146,impression,48603
588,impression,48603
872,impression,48603
315,impression,48603
106,impression,48602
625,impression,48602
114,impression,48602
1579,impression,48601
1331,impression,48601
1182,impression,48600
952,impression,48600
1060,impression,48600
66,impression,48600
1144,impression,48600
923,impression,48600
807,impression,48600
857,impression,48599
988,impression,48599
405,impression,48599
49,impression,48598
657,impression,48598
1265,impression,48598
1632,impression,48598
1414,impression,48597
647,impression,48597
982,impression,48596
1059,impression,48596
1571,impression,48596
1624,impression,48596
778,impression,48596
848,impression,48596
269,impression,48596
1303,impression,48595
1162,impression,48594
1088,impression,48594
19,impression,48594
10,impression,48593
1559,impression,48593
1275,impression,48593
1096,impression,48593
526,impression,48593
30,impression,48592
396,impression,48591
606,impression,48591
680,impression,48591
132,impression,48591
212,impression,48590
1221,impression,48590
493,impression,48590
1573,impression,48590
1288,impression,48590
332,impression,48590
955,impression,48590
1037,impression,48589
1192,impression,48589
1249,impression,48588
165,impression,48588
216,impression,48588
174,impression,48588
1400,impression,48588
947,impression,48587
1317,impression,48587
467,impression,48587
1616,impression,48586
1138,impression,48586
1226,impression,48585
326,impression,48585
451,impression,48585
1631,impression,48584
1650,impression,48584
703,impression,48583
844,impression,48583
674,impression,48583
715,impression,48582
727,impression,48582
1427,impression,48582
546,impression,48582
327,impression,48581
459,impression,48581
35,impression,48581
878,impression,48581
1055,impression,48581
781,impression,48581
117,impression,48580
177,impression,48580
869,impression,48580
640,impression,48580
758,impression,48580
1001,impression,48580
181,impression,48579
1036,impression,48579
842,impression,48579
1330,impression,48578
1636,impression,48578
672,impression,48578
1578,impression,48578
1426,impression,48578
444,impression,48578
595,impression,48577
678,impression,48577
1516,impression,48577
950,impression,48577
636,impression,48576
936,impression,48576
619,impression,48576
1461,impression,48576
1194,impression,48575
746,impression,48575
726,impression,48575
97,impression,48575
1018,impression,48574
307,impression,48574
681,impression,48573
412,impression,48573
258,impression,48573
1446,impression,48572
282,impression,48571
12,impression,48571
558,impression,48571
1261,impression,48570
1270,impression,48570
1597,impression,48570
587,impression,48570
1272,impression,48569
486,impression,48568
190,impression,48568
1154,impression,48567
841,impression,48566
953,impression,48565
182,impression,48565
733,impression,48564
152,impression,48564
837,impression,48564
1208,impression,48563
1319,impression,48563
1072,impression,48563
1266,impression,48563
94,impression,48563
1642,impression,48562
741,impression,48562
1391,impression,48562
1294,impression,48562
79,impression,48561
875,impression,48561
210,impression,48561
178,impression,48560
545,impression,48560
413,impression,48560
602,impression,48559
141,impression,48558
1007,impression,48558
1522,impression,48558
1327,impression,48558
407,impression,48558
895,impression,48557
229,impression,48557
1544,impression,48556
51,impression,48556
1063,impression,48555
361,impression,48555
1547,impression,48554
1422,impression,48554
1289,impression,48553
425,impression,48553
1170,impression,48553
1062,impression,48552
185,impression,48552
1064,impression,48552
1654,impression,48552
1521,impression,48552
1075,impression,48551
821,impression,48551
798,impression,48551
339,impression,48551
1621,impression,48550
1454,impression,48550
1346,impression,48549
530,impression,48549
1172,impression,48549
491,impression,48549
1593,impression,48549
252,impression,48548
243,impression,48547
1285,impression,48546
364,impression,48545
1530,impression,48545
1039,impression,48545
59,impression,48545
560,impression,48545
513,impression,48545
1023,impression,48544
1449,impression,48543
1623,impression,48543
275,impression,48542
1638,impression,48542
368,impression,48542
127,impression,48541
383,impression,48541
782,impression,48541
91,impression,48541
207,impression,48540
375,impression,48540
331,impression,48540
283,impression,48539
520,impression,48539
1313,impression,48539
297,impression,48538
1456,impression,48538
523,impression,48538
1418,impression,48537
1556,impression,48537
1010,impression,48537
38,impression,48537
215,impression,48536
797,impression,48536
1245,impression,48536
919,impression,48535
498,impression,48535
1196,impression,48535
1016,impression,48534
1592,impression,48534
1349,impression,48533
1409,impression,48533
265,impression,48533
1437,impression,48533
26,impression,48533
386,impression,48532
1098,impression,48532
1274,impression,48532
971,impression,48532
836,impression,48532
666,impression,48531
4,impression,48531
838,impression,48531
1201,impression,48530
986,impression,48530
1040,impression,48530
298,impression,48530
1206,impression,48529
15,impression,48529
766,impression,48529
384,impression,48528
1151,impression,48528
981,impression,48528
1282,impression,48528
975,impression,48526
1251,impression,48526
932,impression,48526
736,impression,48526
779,impression,48526
769,impression,48524
1552,impression,48524
1029,impression,48524
370,impression,48524
313,impression,48524
690,impression,48524
135,impression,48524
1505,impression,48524
739,impression,48523
1481,impression,48523
772,impression,48522
1145,impression,48522
1554,impression,48522
1127,impression,48522
1584,impression,48521
245,impression,48520
404,impression,48520
784,impression,48520
1252,impression,48520
1297,impression,48520
564,impression,48519
1203,impression,48519
351,impression,48519
1641,impression,48518
627,impression,48517
1421,impression,48517
831,impression,48517
512,impression,48517
1163,impression,48517
509,impression,48516
684,impression,48516
671,impression,48516
45,impression,48515
1399,impression,48515
1416,impression,48514
1220,impression,48514
910,impression,48514
140,impression,48513
1042,impression,48513
1129,impression,48513
1210,impression,48513
1354,impression,48513
1463,impression,48513
1240,impression,48513
856,impression,48513
1581,impression,48512
1417,impression,48511
828,impression,48511
1429,impression,48511
456,impression,48511
960,impression,48511
264,impression,48510
1248,impression,48509
334,impression,48509
115,impression,48507
1526,impression,48506
917,impression,48505
1485,impression,48505
78,impression,48505
1370,impression,48505
171,impression,48504
801,impression,48504
929,impression,48503
752,impression,48503
977,impression,48503
824,impression,48502
503,impression,48502
1258,impression,48502
1539,impression,48502
1611,impression,48502
1564,impression,48502
160,impression,48501
1401,impression,48501
1034,impression,48500
1290,impression,48500
1566,impression,48500
650,impression,48500
147,impression,48500
69,impression,48500
1474,impression,48500
1309,impression,48499
1111,impression,48499
1076,impression,48499
1323,impression,48499
359,impression,48498
713,impression,48498
978,impression,48498
1131,impression,48498
420,impression,48498
462,impression,48497
345,impression,48497
1058,impression,48496
429,impression,48496
563,impression,48496
540,impression,48493
1608,impression,48493
687,impression,48491
738,impression,48490
1367,impression,48490
116,impression,48490
1500,impression,48490
1375,impression,48490
1537,impression,48489
620,impression,48489
864,impression,48489
765,impression,48489
137,impression,48488
574,impression,48488
763,impression,48487
1187,impression,48487
1470,impression,48487
67,impression,48487
939,impression,48487
605,impression,48487
311,impression,48486
108,impression,48486
337,impression,48485
1212,impression,48485
11,impression,48485
482,impression,48485
336,impression,48485
260,impression,48484
1133,impression,48484
464,impression,48483
810,impression,48483
495,impression,48482
153,impression,48482
1551,impression,48482
550,impression,48481
1147,impression,48481
1120,impression,48480
226,impression,48480
1380,impression,48480
148,impression,48480
471,impression,48479
172,impression,48479
1205,impression,48479
402,impression,48478
164,impression,48478
39,impression,48478
835,impression,48478
1627,impression,48478
1295,impression,48478
1604,impression,48478
906,impression,48477
527,impression,48477
476,impression,48476
535,impression,48476
441,impression,48476
279,impression,48475
654,impression,48475
1235,impression,48475
52,impression,48475
1267,impression,48474
755,impression,48474
679,impression,48474
664,impression,48473
303,impression,48473
1186,impression,48472
800,impression,48472
787,impression,48471
803,impression,48471
1386,impression,48471
192,impression,48470
382,impression,48470
818,impression,48470
415,impression,48470
169,impression,48469
1465,impression,48469
571,impression,48469
162,impression,48468
966,impression,48468
1231,impression,48468
431,impression,48467
1576,impression,48467
419,impression,48466
1112,impression,48465
254,impression,48465
1460,impression,48464
951,impression,48464
541,impression,48463
1243,impression,48462
1501,impression,48462
324,impression,48462
1004,impression,48461
592,impression,48461
1425,impression,48461
946,impression,48461
641,impression,48460
352,impression,48460
423,impression,48460
369,impression,48460
1335,impression,48459
1247,impression,48458
699,impression,48458
575,impression,48458
1524,impression,48458
1355,impression,48458
470,impression,48457
1283,impression,48457
645,impression,48457
940,impression,48457
594,impression,48456
58,impression,48456
943,impression,48456
121,impression,48456
555,impression,48456
518,impression,48454
1450,impression,48454
843,impression,48454
1397,impression,48453
1110,impression,48453
967,impression,48452
186,impression,48451
36,impression,48451
392,impression,48451
1105,impression,48449
273,impression,48448
637,impression,48448
355,impression,48448
724,impression,48448
1647,impression,48448
259,impression,48448
1402,impression,48447
1015,impression,48446
1388,impression,48445
572,impression,48444
780,impression,48444
1605,impression,48444
747,impression,48443
82,impression,48443
1495,impression,48443
722,impression,48443
158,impression,48441
1257,impression,48441
1081,impression,48441
511,impression,48440
262,impression,48440
1441,impression,48440
3,impression,48440
295,impression,48439
1567,impression,48439
1291,impression,48439
1310,impression,48438
81,impression,48438
87,impression,48438
1625,impression,48438
426,impression,48437
1555,impression,48437
1644,impression,48437
593,impression,48436
32,impression,48436
570,impression,48436
655,impression,48435
1366,impression,48435
1002,impression,48435
683,impression,48435
44,impression,48434
322,impression,48433
673,impression,48433
961,impression,48433
1318,impression,48433
904,impression,48433
734,impression,48432
100,impression,48432
414,impression,48432
794,impression,48432
487,impression,48432
1390,impression,48431
890,impression,48429
46,impression,48429
617,impression,48428
446,impression,48428
25,impression,48428
948,impression,48428
1590,impression,48428
335,impression,48427
111,impression,48427
1166,impression,48427
488,impression,48427
1126,impression,48426
1191,impression,48425
329,impression,48425
316,impression,48425
118,impression,48425
700,impression,48424
439,impression,48424
1378,impression,48423
1561,impression,48423
853,impression,48423
1102,impression,48422
1543,impression,48421
1022,impression,48421
478,impression,48421
1536,impression,48420
993,impression,48420
33,impression,48420
251,impression,48419
1492,impression,48419
227,impression,48419
898,impression,48418
760,impression,48418
1379,impression,48417
142,impression,48416
179,impression,48416
84,impression,48416
75,impression,48415
98,impression,48414
350,impression,48414
1637,impression,48413
393,impression,48413
1123,impression,48412
816,impression,48412
1281,impression,48412
1234,impression,48411
749,impression,48411
589,impression,48411
1307,impression,48411
719,impression,48410
1618,impression,48410
576,impression,48409
341,impression,48409
909,impression,48407
211,impression,48406
1065,impression,48406
200,impression,48405
1472,impression,48405
1575,impression,48404
1563,impression,48404
1511,impression,48403
811,impression,48402
196,impression,48401
517,impression,48401
860,impression,48401
990,impression,48401
438,impression,48401
312,impression,48400
569,impression,48399
300,impression,48399
149,impression,48398
1373,impression,48398
1188,impression,48398
1124,impression,48397
892,impression,48397
1067,impression,48396
1490,impression,48396
725,impression,48394
792,impression,48393
88,impression,48393
1451,impression,48393
1031,impression,48393
1082,impression,48392
829,impression,48392
1591,impression,48392
1332,impression,48392
1101,impression,48391
219,impression,48391
1093,impression,48391
938,impression,48390
421,impression,48390
95,impression,48390
1458,impression,48389
1321,impression,48388
1447,impression,48388
120,impression,48387
276,impression,48387
1326,impression,48387
42,impression,48386
1012,impression,48386
819,impression,48385
815,impression,48385
1077,impression,48385
1027,impression,48385
1372,impression,48385
1074,impression,48384
356,impression,48383
1241,impression,48383
659,impression,48383
1271,impression,48383
395,impression,48382
601,impression,48382
320,impression,48381
1476,impression,48381
330,impression,48380
1343,impression,48380
238,impression,48380
1122,impression,48380
1254,impression,48379
887,impression,48379
365,impression,48379
808,impression,48379
1128,impression,48379
242,impression,48378
1541,impression,48378
1061,impression,48377
224,impression,48377
150,impression,48377
144,impression,48376
596,impression,48376
1228,impression,48375
888,impression,48375
1322,impression,48375
398,impression,48375
644,impression,48375
1117,impression,48373
922,impression,48372
1471,impression,48372
1448,impression,48372
761,impression,48371
1068,impression,48371
1113,impression,48370
377,impression,48370
851,impression,48370
996,impression,48370
1360,impression,48370
1017,impression,48370
202,impression,48369
1651,impression,48369
879,impression,48368
430,impression,48367
314,impression,48366
933,impression,48366
1181,impression,48366
31,impression,48365
1103,impression,48365
235,impression,48364
1176,impression,48364
1635,impression,48363
461,impression,48361
1195,impression,48361
970,impression,48361
740,impression,48361
1006,impression,48361
1542,impression,48359
366,impression,48359
72,impression,48358
994,impression,48358
1594,impression,48357
789,impression,48357
272,impression,48356
170,impression,48356
1091,impression,48355
705,impression,48354
310,impression,48354
1653,impression,48353
1486,impression,48352
1478,impression,48352
866,impression,48352
347,impression,48352
1385,impression,48351
1099,impression,48350
788,impression,48350
1277,impression,48350
880,impression,48349
1152,impression,48346
261,impression,48346
1368,impression,48345
1529,impression,48345
1382,impression,48343
221,impression,48342
1222,impression,48341
360,impression,48339
1413,impression,48339
612,impression,48339
534,impression,48338
358,impression,48337
1184,impression,48336
1174,impression,48336
490,impression,48335
340,impression,48335
985,impression,48334
1066,impression,48334
1491,impression,48333
1376,impression,48333
825,impression,48333
1652,impression,48333
469,impression,48332
707,impression,48332
1357,impression,48331
877,impression,48331
979,impression,48330
638,impression,48328
799,impression,48328
188,impression,48328
284,impression,48328
537,impression,48327
250,impression,48325
1223,impression,48325
374,impression,48325
353,impression,48325
582,impression,48324
538,impression,48323
1324,impression,48323
1302,impression,48322
18,impression,48321
22,impression,48319
1351,impression,48319
1344,impression,48318
927,impression,48318
1165,impression,48317
549,impression,48316
1278,impression,48315
1024,impression,48315
193,impression,48313
1159,impression,48310
987,impression,48309
689,impression,48309
1640,impression,48309
850,impression,48308
767,impression,48308
809,impression,48307
501,impression,48306
820,impression,48304
911,impression,48302
1293,impression,48299
783,impression,48299
768,impression,48298
1634,impression,48297
223,impression,48295
1045,impression,48295
96,impression,48294
1280,impression,48292
1482,impression,48290
342,impression,48290
1445,impression,48290
968,impression,48288
56,impression,48288
1389,impression,48287
85,impression,48285
1100,impression,48284
209,impression,48284
855,impression,48283
1315,impression,48283
301,impression,48282
1121,impression,48282
218,impression,48282
1150,impression,48282
397,impression,48282
958,impression,48282
899,impression,48279
1570,impression,48279
1497,impression,48278
1185,impression,48277
716,impression,48276
287,impression,48275
1520,impression,48275
930,impression,48274
1518,impression,48272
1279,impression,48272
77,impression,48271
409,impression,48270
775,impression,48270
1612,impression,48270
806,impression,48269
500,impression,48269
485,impression,48269
585,impression,48268
1115,impression,48268
1484,impression,48268
448,impression,48268
584,impression,48267
983,impression,48267
1419,impression,48267
1008,impression,48266
1394,impression,48266
1070,impression,48265
1025,impression,48265
1609,impression,48264
1219,impression,48264
452,impression,48264
61,impression,48264
839,impression,48262
1083,impression,48262
249,impression,48261
1483,impression,48261
1438,impression,48260
1428,impression,48260
198,impression,48259
1156,impression,48258
472,impression,48254
639,impression,48253
1444,impression,48253
296,impression,48253
205,impression,48252
20,impression,48252
642,impression,48251
1225,impression,48250
661,impression,48250
222,impression,48249
1431,impression,48247
896,impression,48246
299,impression,48246
1498,impression,48246
1430,impression,48245
1190,impression,48245
651,impression,48243
1453,impression,48242
1613,impression,48242
817,impression,48241
449,impression,48240
1157,impression,48240
293,impression,48238
1614,impression,48238
931,impression,48236
626,impression,48235
624,impression,48234
934,impression,48232
373,impression,48231
1183,impression,48230
505,impression,48229
676,impression,48228
1358,impression,48227
277,impression,48225
1359,impression,48225
1577,impression,48225
1299,impression,48225
278,impression,48224
894,impression,48223
1364,impression,48223
348,impression,48222
1038,impression,48220
732,impression,48218
1269,impression,48216
1125,impression,48215
302,impression,48214
884,impression,48214
1019,impression,48213
580,impression,48212
318,impression,48210
131,impression,48210
1405,impression,48210
578,impression,48209
104,impression,48209
28,impression,48209
1507,impression,48206
998,impression,48205
1054,impression,48204
1560,impression,48203
1374,impression,48199
565,impression,48197
972,impression,48196
197,impression,48192
1000,impression,48191
532,impression,48190
333,impression,48188
581,impression,48187
1259,impression,48186
1090,impression,48186
573,impression,48182
744,impression,48179
774,impression,48175
1224,impression,48172
1136,impression,48172
125,impression,48171
1273,impression,48170
737,impression,48168
1595,impression,48167
187,impression,48166
1603,impression,48165
514,impression,48165
436,impression,48165
712,impression,48162
255,impression,48162
123,impression,48160
1218,impression,48160
1106,impression,48157
1475,impression,48151
1260,impression,48148
1420,impression,48146
400,impression,48143
1455,impression,48142
701,impression,48140
686,impression,48138
609,impression,48136
411,impression,48136
483,impression,48130
529,impression,48129
974,impression,48129
897,impression,48125
1011,impression,48121
653,impression,48116
1362,impression,48116
1213,impression,48114
861,impression,48111
902,impression,48110
1333,impression,48106
389,impression,48102
236,impression,48101
920,impression,48096
882,impression,48095
762,impression,48093
1361,impression,48091
385,impression,48086
1137,impression,48086
667,impression,48079
863,impression,48071
997,impression,48068
381,impression,48067
675,impression,48055
1175,impression,48055
1057,impression,48047
489,impression,48044
568,impression,48043
735,impression,48041
770,impression,48037
1550,impression,48037
477,impression,48029
1336,impression,48012
720,impression,47990
1440,impression,47990
70,impression,47985
956,impression,47936
912,impression,47934
976,impression,47915
376,impression,47912
874,impression,47897
704,impression,47883
457,click,2603
600,click,2581
419,click,2580
1037,click,2576
90,click,2564
1534,click,2562
231,click,2559
754,click,2553
1654,click,2552
1059,click,2551
160,click,2546
1141,click,2546
95,click,2545
357,click,2541
1632,click,2541
342,click,2538
973,click,2537
1573,click,2536
327,click,2535
607,click,2535
1548,click,2535
987,click,2534
1210,click,2534
849,click,2534
